id,activity,timestamp,ot:Container,ot:Customer Order,ot:Forklift,ot:Handling Unit,ot:Transport Document,ot:Truck,ot:Vehicle
,,2024-07-09T05:15:55+00:00,,,,,"td534{""Status"":""in transit""}",,
,,2024-07-09T05:15:55+00:00,"cr1809{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-09T05:27:28+00:00,"cr1844{""Status"":""full""}",,,,,,
,,2024-07-09T05:31:42+00:00,"cr1829{""Weight"":""1160.0""}",,,,,,
,,2024-07-09T07:42:07+00:00,"cr1844{""Weight"":""560.0""}",,,,,,
,,2024-07-09T07:42:55+00:00,"cr1821{""Status"":""full""}",,,,,,
,,2024-07-09T08:30:43+00:00,"cr1838{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-09T09:00:00+00:00,,,,,"td517{""Status"":""shipped""}",,
,,2024-07-09T09:00:00+00:00,,,,,"td533{""Status"":""shipped""}",,
,,2024-07-09T09:00:00+00:00,,,,,,,"vh117{""DepartureDate"":""2024-07-09 11:00:00""}"
,,2024-07-09T09:18:46+00:00,,"co545{""AmountofGoods"":800}",,,,,
,,2024-07-09T09:23:15+00:00,"cr1837{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-09T09:24:03+00:00,"cr1821{""Weight"":""920.0""}",,,,,,
,,2024-07-09T09:26:43+00:00,"cr1819{""Status"":""full""}",,,,,,
,,2024-07-09T09:30:14+00:00,"cr1809{""Status"":""full""}",,,,,,
,,2024-07-09T09:42:33+00:00,"cr1818{""Status"":""full""}",,,,,,
,,2024-07-09T09:44:47+00:00,,,,,"td529{""Status"":""in transit""}",,
,,2024-07-09T09:44:47+00:00,"cr1840{""AmountofHandlingUnits"":4,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-09T09:45:59+00:00,"cr1809{""Weight"":""1160.0""}",,,,,,
,,2024-07-09T09:57:01+00:00,"cr1845{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-09T09:59:14+00:00,"cr1818{""Weight"":""1190.0""}",,,,,,
,,2024-07-09T11:56:37+00:00,"cr1839{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-09T11:57:06+00:00,,,,,"td539{""AmountofContainers"":2,""Status"":""null""}",,
,,2024-07-09T11:57:41+00:00,"cr1819{""Weight"":""1160.0""}",,,,,,
,,2024-07-09T13:09:34+00:00,"cr1837{""Status"":""full""}",,,,,,
,,2024-07-09T13:12:32+00:00,"cr1840{""Status"":""full""}",,,,,,
,,2024-07-09T13:26:56+00:00,"cr1837{""Weight"":""1170.0""}",,,,,,
,,2024-07-09T13:28:25+00:00,"cr1838{""Status"":""full""}",,,,,,
,,2024-07-09T13:31:33+00:00,"cr1840{""Weight"":""780.0""}",,,,,,
,,2024-07-09T13:41:11+00:00,"cr1839{""Status"":""full""}",,,,,,
,,2024-07-09T13:52:32+00:00,"cr1845{""Status"":""full""}",,,,,,
,,2024-07-09T13:56:03+00:00,"cr1839{""Weight"":""1190.0""}",,,,,,
,,2024-07-09T14:58:18+00:00,"cr1824{""Status"":""full""}",,,,,,
,,2024-07-09T15:02:14+00:00,,"co546{""AmountofGoods"":450}",,,,,
,,2024-07-09T15:16:15+00:00,"cr1838{""Weight"":""1210.0""}",,,,,,
,,2024-07-09T15:25:38+00:00,"cr1835{""AmountofHandlingUnits"":5,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-09T16:10:52+00:00,,,,,"td540{""AmountofContainers"":2,""Status"":""null""}",,
,,2024-07-09T16:43:00+00:00,,,,,"td532{""Status"":""in transit""}",,
,,2024-07-09T17:10:39+00:00,"cr1845{""Weight"":""1160.0""}",,,,,,
,,2024-07-09T17:34:09+00:00,"cr1842{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-10T05:36:37+00:00,"cr1850{""AmountofHandlingUnits"":1,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-10T05:50:38+00:00,"cr1824{""Weight"":""1210.0""}",,,,,,
,,2024-07-10T06:11:30+00:00,"cr1815{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-10T07:15:05+00:00,"cr1850{""Status"":""full""}",,,,,,
,,2024-07-10T07:16:02+00:00,"cr1835{""Status"":""full""}",,,,,,
,,2024-07-10T07:31:10+00:00,"cr1835{""Weight"":""980.0""}",,,,,,
,,2024-07-10T07:32:35+00:00,"cr1850{""Weight"":""200.0""}",,,,,,
,,2024-07-10T07:45:20+00:00,"cr1815{""Status"":""full""}",,,,,,
,,2024-07-10T07:57:33+00:00,"cr1842{""Status"":""full""}",,,,,,
,,2024-07-10T08:01:04+00:00,,,,,"td541{""AmountofContainers"":2,""Status"":""null""}",,
,,2024-07-10T08:59:10+00:00,,"co547{""AmountofGoods"":850}",,,,,
,,2024-07-10T09:06:26+00:00,"cr1815{""Weight"":""1300.0""}",,,,,,
,,2024-07-10T09:53:04+00:00,"cr1842{""Weight"":""1190.0""}",,,,,,
,,2024-07-10T09:55:37+00:00,,,,,"td542{""AmountofContainers"":3,""Status"":""null""}",,
,,2024-07-10T12:03:14+00:00,,,,,"td543{""AmountofContainers"":3,""Status"":""null""}",,
,,2024-07-10T15:23:02+00:00,,"co548{""AmountofGoods"":750}",,,,,
,,2024-07-10T18:00:57+00:00,"cr1820{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-11T07:19:30+00:00,"cr1820{""Status"":""full""}",,,,,,
,,2024-07-11T07:34:26+00:00,,,,,"td531{""Status"":""in transit""}",,
,,2024-07-11T07:50:04+00:00,"cr1820{""Weight"":""1140.0""}",,,,,,
,,2024-07-11T09:40:46+00:00,,"co549{""AmountofGoods"":950}",,,,,
,,2024-07-11T10:02:55+00:00,,,,,"td544{""AmountofContainers"":3,""Status"":""null""}",,
,,2024-07-11T12:14:21+00:00,,,,,"td545{""AmountofContainers"":5,""Status"":""null""}",,
,,2024-07-11T13:08:22+00:00,"cr1856{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-11T13:56:02+00:00,"cr1856{""Status"":""full""}",,,,,,
,,2024-07-11T15:46:14+00:00,,"co550{""AmountofGoods"":1250}",,,,,
,,2024-07-11T18:37:36+00:00,"cr1843{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-11T19:16:50+00:00,"cr1813{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-11T23:05:22+00:00,"cr1857{""AmountofHandlingUnits"":4,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-12T02:01:42+00:00,"cr1836{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-12T05:18:24+00:00,"cr1856{""Weight"":""1140.0""}",,,,,,
,,2024-07-12T07:53:43+00:00,,,,,"td546{""AmountofContainers"":5,""Status"":""null""}",,
,,2024-07-12T08:37:21+00:00,"cr1859{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-12T09:00:00+00:00,,,,,"td513{""Status"":""shipped""}",,
,,2024-07-12T09:00:00+00:00,,,,,"td515{""Status"":""shipped""}",,
,,2024-07-12T09:00:00+00:00,,,,,"td521{""Status"":""shipped""}",,
,,2024-07-12T09:00:00+00:00,,,,,"td525{""Status"":""shipped""}",,
,,2024-07-12T09:00:00+00:00,,,,,"td529{""Status"":""shipped""}",,
,,2024-07-12T09:00:00+00:00,,,,,,,"vh118{""DepartureDate"":""2024-07-12 11:00:00""}"
,,2024-07-12T09:21:09+00:00,"cr1865{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-12T11:48:59+00:00,,"co551{""AmountofGoods"":850}",,,,,
,,2024-07-12T13:38:48+00:00,,,,,"td547{""AmountofContainers"":4,""Status"":""null""}",,
,,2024-07-12T14:55:04+00:00,,,,,"td548{""AmountofContainers"":3,""Status"":""null""}",,
,,2024-07-12T16:48:44+00:00,"cr1813{""Status"":""full""}",,,,,,
,,2024-07-15T05:38:14+00:00,"cr1865{""Status"":""full""}",,,,,,
,,2024-07-15T05:38:25+00:00,"cr1857{""Status"":""full""}",,,,,,
,,2024-07-15T05:39:52+00:00,"cr1836{""Status"":""full""}",,,,,,
,,2024-07-15T05:43:57+00:00,"cr1843{""Status"":""full""}",,,,,,
,,2024-07-15T05:54:31+00:00,"cr1859{""Status"":""full""}",,,,,,
,,2024-07-15T06:19:16+00:00,,,,,"td530{""Status"":""in transit""}",,
,,2024-07-15T06:19:16+00:00,"cr1867{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T06:48:03+00:00,"cr1860{""AmountofHandlingUnits"":3,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T06:51:57+00:00,,,,,"td536{""Status"":""in transit""}",,
,,2024-07-15T06:51:57+00:00,"cr1872{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T06:53:24+00:00,,,,,"td549{""AmountofContainers"":3,""Status"":""null""}",,
,,2024-07-15T06:59:14+00:00,"cr1848{""AmountofHandlingUnits"":2,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T07:57:59+00:00,"cr1836{""Weight"":""1160.0""}",,,,,,
,,2024-07-15T08:00:24+00:00,"cr1868{""AmountofHandlingUnits"":2,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T08:23:58+00:00,,"co552{""AmountofGoods"":950}",,,,,
,,2024-07-15T08:25:30+00:00,"cr1853{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T08:35:43+00:00,"cr1848{""Status"":""full""}",,,,,,
,,2024-07-15T09:33:28+00:00,"cr1867{""Status"":""full""}",,,,,,
,,2024-07-15T09:37:12+00:00,"cr1859{""Weight"":""1140.0""}",,,,,,
,,2024-07-15T09:38:25+00:00,"cr1813{""Weight"":""1300.0""}",,,,,,
,,2024-07-15T09:41:31+00:00,"cr1843{""Weight"":""1280.0""}",,,,,,
,,2024-07-15T09:45:41+00:00,"cr1857{""Weight"":""810.0""}",,,,,,
,,2024-07-15T09:48:07+00:00,"cr1865{""Weight"":""1210.0""}",,,,,,
,,2024-07-15T10:14:49+00:00,"cr1862{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T11:20:12+00:00,"cr1848{""Weight"":""400.0""}",,,,,,
,,2024-07-15T12:19:54+00:00,"cr1864{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T12:27:27+00:00,"cr1867{""Weight"":""1230.0""}",,,,,,
,,2024-07-15T12:59:28+00:00,"cr1868{""Status"":""full""}",,,,,,
,,2024-07-15T13:03:50+00:00,"cr1853{""Status"":""full""}",,,,,,
,,2024-07-15T13:11:58+00:00,"cr1860{""Status"":""full""}",,,,,,
,,2024-07-15T13:19:44+00:00,"cr1877{""AmountofHandlingUnits"":1,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T13:23:41+00:00,"cr1853{""Weight"":""1230.0""}",,,,,,
,,2024-07-15T13:55:30+00:00,"cr1872{""Status"":""full""}",,,,,,
,,2024-07-15T14:12:38+00:00,,"co553{""AmountofGoods"":850}",,,,,
,,2024-07-15T14:15:11+00:00,"cr1852{""AmountofHandlingUnits"":5,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T14:26:21+00:00,"cr1868{""Weight"":""380.0""}",,,,,,
,,2024-07-15T14:31:38+00:00,"cr1806{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-15T14:41:44+00:00,"cr1860{""Weight"":""560.0""}",,,,,,
,,2024-07-15T16:33:52+00:00,"cr1846{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-16T05:35:07+00:00,"cr1877{""Status"":""full""}",,,,,,
,,2024-07-16T05:41:03+00:00,"cr1872{""Weight"":""1210.0""}",,,,,,
,,2024-07-16T06:39:20+00:00,"cr1882{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-16T06:41:41+00:00,"cr1877{""Weight"":""180.0""}",,,,,,
,,2024-07-16T08:19:58+00:00,,"co554{""AmountofGoods"":1200}",,,,,
,,2024-07-16T09:00:00+00:00,,,,,"td532{""Status"":""shipped""}",,
,,2024-07-16T09:00:00+00:00,,,,,"td534{""Status"":""shipped""}",,
,,2024-07-16T09:00:00+00:00,,,,,,,"vh119{""DepartureDate"":""2024-07-16 11:00:00""}"
,,2024-07-16T11:31:50+00:00,"cr1862{""Status"":""full""}",,,,,,
,,2024-07-16T11:37:11+00:00,"cr1882{""Status"":""full""}",,,,,,
,,2024-07-16T11:43:32+00:00,"cr1806{""Status"":""full""}",,,,,,
,,2024-07-16T11:49:47+00:00,"cr1841{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-16T11:54:27+00:00,"cr1873{""AmountofHandlingUnits"":1,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-16T11:57:14+00:00,"cr1882{""Weight"":""1210.0""}",,,,,,
,,2024-07-16T12:44:33+00:00,,,,,"td528{""Status"":""in transit""}",,
,,2024-07-16T12:44:33+00:00,"cr1866{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-16T12:49:48+00:00,"cr1862{""Weight"":""1140.0""}",,,,,,
,,2024-07-16T12:52:27+00:00,"cr1806{""Weight"":""1140.0""}",,,,,,
,,2024-07-16T13:58:48+00:00,"cr1852{""Status"":""full""}",,,,,,
,,2024-07-16T13:58:57+00:00,,,,,"td550{""AmountofContainers"":4,""Status"":""null""}",,
,,2024-07-16T14:04:38+00:00,,"co555{""AmountofGoods"":500}",,,,,
,,2024-07-16T14:30:54+00:00,,,,,"td551{""AmountofContainers"":3,""Status"":""null""}",,
,,2024-07-16T14:40:57+00:00,"cr1873{""Status"":""full""}",,,,,,
,,2024-07-16T14:58:13+00:00,"cr1855{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-16T14:59:46+00:00,"cr1873{""Weight"":""200.0""}",,,,,,
,,2024-07-16T15:26:59+00:00,"cr1864{""Status"":""full""}",,,,,,
,,2024-07-16T16:23:52+00:00,"cr1834{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-16T16:35:21+00:00,"cr1852{""Weight"":""940.0""}",,,,,,
,,2024-07-16T17:09:24+00:00,"cr1883{""AmountofHandlingUnits"":3,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-17T05:19:30+00:00,"cr1864{""Weight"":""1250.0""}",,,,,,
,,2024-07-17T06:55:11+00:00,,,,,"td552{""AmountofContainers"":2,""Status"":""null""}",,
,,2024-07-17T07:29:23+00:00,"cr1841{""Status"":""full""}",,,,,,
,,2024-07-17T07:29:50+00:00,"cr1855{""Status"":""full""}",,,,,,
,,2024-07-17T07:31:50+00:00,"cr1883{""Status"":""full""}",,,,,,
,,2024-07-17T07:32:56+00:00,"cr1866{""Status"":""full""}",,,,,,
,,2024-07-17T07:41:05+00:00,"cr1846{""Status"":""full""}",,,,,,
,,2024-07-17T07:43:20+00:00,,,,,"td537{""Status"":""in transit""}",,
,,2024-07-17T07:43:20+00:00,"cr1869{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-17T07:45:33+00:00,"cr1841{""Weight"":""1230.0""}",,,,,,
,,2024-07-17T07:47:28+00:00,,,,,"td545{""Status"":""in transit""}",,
,,2024-07-17T07:50:55+00:00,"cr1866{""Weight"":""1300.0""}",,,,,,
,,2024-07-17T07:51:56+00:00,"cr1883{""Weight"":""560.0""}",,,,,,
,,2024-07-17T08:02:12+00:00,,,,,"td553{""AmountofContainers"":2,""Status"":""null""}",,
,,2024-07-17T08:03:58+00:00,,"co556{""AmountofGoods"":1300}",,,,,
,,2024-07-17T08:04:57+00:00,"cr1884{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-17T08:04:57+00:00,"cr1886{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-17T08:56:53+00:00,,,,,"td542{""Status"":""in transit""}",,
,,2024-07-17T09:00:13+00:00,"cr1834{""Status"":""full""}",,,,,,
,,2024-07-17T09:14:30+00:00,,,,,"td535{""Status"":""in transit""}",,
,,2024-07-17T09:17:11+00:00,"cr1834{""Weight"":""1160.0""}",,,,,,
,,2024-07-17T09:24:40+00:00,"cr1846{""Weight"":""1190.0""}",,,,,,
,,2024-07-17T09:33:29+00:00,"cr1847{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-17T09:57:55+00:00,"cr1855{""Weight"":""1210.0""}",,,,,,
,,2024-07-17T09:59:59+00:00,"cr1893{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-17T11:54:47+00:00,"cr1861{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-17T13:32:38+00:00,,"co557{""AmountofGoods"":1250}",,,,,
,,2024-07-17T14:59:58+00:00,"cr1869{""Status"":""full""}",,,,,,
,,2024-07-17T15:45:11+00:00,,,,,"td554{""AmountofContainers"":3,""Status"":""null""}",,
,,2024-07-17T16:59:08+00:00,"cr1886{""Status"":""full""}",,,,,,
,,2024-07-17T17:20:07+00:00,"cr1879{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-18T06:53:44+00:00,"cr1869{""Weight"":""1240.0""}",,,,,,
,,2024-07-18T07:18:48+00:00,,,,,"td555{""AmountofContainers"":4,""Status"":""null""}",,
,,2024-07-18T07:53:25+00:00,"cr1887{""AmountofHandlingUnits"":1,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-18T07:59:58+00:00,,"co558{""AmountofGoods"":1250}",,,,,
,,2024-07-18T08:01:04+00:00,"cr1886{""Weight"":""1210.0""}",,,,,,
,,2024-07-18T08:41:34+00:00,"cr1861{""Status"":""full""}",,,,,,
,,2024-07-18T08:54:07+00:00,"cr1847{""Status"":""full""}",,,,,,
,,2024-07-18T08:56:18+00:00,"cr1879{""Status"":""full""}",,,,,,
,,2024-07-18T08:57:07+00:00,"cr1884{""Status"":""full""}",,,,,,
,,2024-07-18T09:56:09+00:00,"cr1893{""Status"":""full""}",,,,,,
,,2024-07-18T10:20:51+00:00,"cr1878{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-18T10:44:41+00:00,,,,,"td538{""Status"":""in transit""}",,
,,2024-07-18T10:44:41+00:00,"cr1871{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-18T11:30:19+00:00,"cr1861{""Weight"":""1120.0""}",,,,,,
,,2024-07-18T11:39:19+00:00,"cr1887{""Status"":""full""}",,,,,,
,,2024-07-18T11:49:27+00:00,"cr1847{""Weight"":""1260.0""}",,,,,,
,,2024-07-18T11:53:29+00:00,"cr1879{""Weight"":""1160.0""}",,,,,,
,,2024-07-18T11:54:07+00:00,"cr1884{""Weight"":""1190.0""}",,,,,,
,,2024-07-18T11:58:53+00:00,"cr1900{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-18T12:18:00+00:00,,,,,"td556{""AmountofContainers"":5,""Status"":""null""}",,
,,2024-07-18T12:57:28+00:00,"cr1887{""Weight"":""180.0""}",,,,,,
,,2024-07-18T12:57:54+00:00,,,,,"td557{""AmountofContainers"":5,""Status"":""null""}",,
,,2024-07-18T13:00:04+00:00,"cr1858{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-18T13:05:56+00:00,"cr1871{""Status"":""full""}",,,,,,
,,2024-07-18T13:09:44+00:00,"cr1893{""Weight"":""1140.0""}",,,,,,
,,2024-07-18T13:55:07+00:00,"cr1858{""Status"":""full""}",,,,,,
,,2024-07-18T14:15:55+00:00,"cr1871{""Weight"":""1120.0""}",,,,,,
,,2024-07-18T14:24:38+00:00,,"co559{""AmountofGoods"":1300}",,,,,
,,2024-07-18T14:24:41+00:00,"cr1896{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-18T15:07:05+00:00,,,,,"td543{""Status"":""in transit""}",,
,,2024-07-18T15:10:58+00:00,"cr1858{""Weight"":""1230.0""}",,,,,,
,,2024-07-18T16:02:12+00:00,"cr1900{""Status"":""full""}",,,,,,
,,2024-07-18T16:32:33+00:00,"cr1878{""Status"":""full""}",,,,,,
,,2024-07-18T17:17:43+00:00,"cr1899{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-18T22:24:19+00:00,"cr1895{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T05:07:41+00:00,"cr1897{""AmountofHandlingUnits"":5,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T05:27:10+00:00,"cr1900{""Weight"":""1240.0""}",,,,,,
,,2024-07-19T07:44:20+00:00,"cr1878{""Weight"":""1230.0""}",,,,,,
,,2024-07-19T07:57:31+00:00,"cr1899{""Status"":""full""}",,,,,,
,,2024-07-19T08:06:11+00:00,"cr1854{""AmountofHandlingUnits"":2,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T09:00:00+00:00,,,,,"td528{""Status"":""shipped""}",,
,,2024-07-19T09:00:00+00:00,,,,,"td535{""Status"":""shipped""}",,
,,2024-07-19T09:00:00+00:00,,,,,"td536{""Status"":""shipped""}",,
,,2024-07-19T09:00:00+00:00,,,,,"td545{""Status"":""shipped""}",,
,,2024-07-19T09:00:00+00:00,,,,,,,"vh120{""DepartureDate"":""2024-07-19 11:00:00""}"
,,2024-07-19T09:30:49+00:00,,"co560{""AmountofGoods"":300}",,,,,
,,2024-07-19T09:59:53+00:00,"cr1896{""Status"":""full""}",,,,,,
,,2024-07-19T10:13:37+00:00,"cr1904{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T10:13:37+00:00,"cr1906{""AmountofHandlingUnits"":1,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T11:06:59+00:00,"cr1895{""Status"":""full""}",,,,,,
,,2024-07-19T11:08:38+00:00,"cr1899{""Weight"":""1210.0""}",,,,,,
,,2024-07-19T11:51:33+00:00,"cr1897{""Status"":""full""}",,,,,,
,,2024-07-19T12:21:39+00:00,"cr1863{""AmountofHandlingUnits"":5,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T12:26:25+00:00,"cr1896{""Weight"":""1160.0""}",,,,,,
,,2024-07-19T12:35:45+00:00,"cr1905{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T12:37:54+00:00,"cr1895{""Weight"":""1250.0""}",,,,,,
,,2024-07-19T13:56:55+00:00,,,,,"td554{""Status"":""in transit""}",,
,,2024-07-19T13:56:55+00:00,"cr1875{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T13:58:00+00:00,"cr1897{""Weight"":""1010.0""}",,,,,,
,,2024-07-19T14:06:53+00:00,"cr1854{""Status"":""full""}",,,,,,
,,2024-07-19T14:08:35+00:00,"cr1904{""Status"":""full""}",,,,,,
,,2024-07-19T14:10:09+00:00,,,,,"td558{""AmountofContainers"":5,""Status"":""null""}",,
,,2024-07-19T14:29:08+00:00,,,,,"td541{""Status"":""in transit""}",,
,,2024-07-19T14:29:08+00:00,"cr1903{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T14:33:08+00:00,"cr1904{""Weight"":""1160.0""}",,,,,,
,,2024-07-19T14:33:22+00:00,"cr1854{""Weight"":""380.0""}",,,,,,
,,2024-07-19T14:54:29+00:00,"cr1906{""Status"":""full""}",,,,,,
,,2024-07-19T15:30:09+00:00,"cr1902{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-19T16:52:59+00:00,"cr1906{""Weight"":""180.0""}",,,,,,
,,2024-07-19T18:00:09+00:00,,"co561{""AmountofGoods"":1050}",,,,,
,,2024-07-19T20:00:21+00:00,"cr1911{""AmountofHandlingUnits"":2,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-22T07:38:35+00:00,"cr1911{""Status"":""full""}",,,,,,
,,2024-07-22T07:53:51+00:00,"cr1849{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-22T07:55:49+00:00,"cr1911{""Weight"":""400.0""}",,,,,,
,,2024-07-22T08:59:33+00:00,"cr1863{""Status"":""full""}",,,,,,
,,2024-07-22T09:10:12+00:00,"cr1905{""Status"":""full""}",,,,,,
,,2024-07-22T09:23:47+00:00,"cr1902{""Status"":""full""}",,,,,,
,,2024-07-22T09:24:07+00:00,,,,,"td559{""AmountofContainers"":1,""Status"":""null""}",,
,,2024-07-22T09:24:48+00:00,"cr1903{""Status"":""full""}",,,,,,
,,2024-07-22T09:25:45+00:00,"cr1881{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-22T09:32:54+00:00,"cr1905{""Weight"":""1210.0""}",,,,,,
,,2024-07-22T09:39:46+00:00,"cr1801{""AmountofHandlingUnits"":4,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-22T09:41:48+00:00,"cr1849{""Status"":""full""}",,,,,,
,,2024-07-22T09:54:05+00:00,,,,,"td560{""AmountofContainers"":4,""Status"":""null""}",,
,,2024-07-22T09:57:50+00:00,,,,,"td539{""Status"":""in transit""}",,
,,2024-07-22T09:57:50+00:00,"cr1876{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-22T11:33:54+00:00,,"co562{""AmountofGoods"":350}",,,,,
,,2024-07-22T11:59:47+00:00,,,,,"td556{""Status"":""in transit""}",,
,,2024-07-22T11:59:47+00:00,"cr1851{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-22T12:03:54+00:00,,,,,"td544{""Status"":""in transit""}",,
,,2024-07-22T12:03:54+00:00,"cr1898{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-22T12:05:12+00:00,"cr1875{""Status"":""full""}",,,,,,
,,2024-07-22T12:07:50+00:00,"cr1902{""Weight"":""1190.0""}",,,,,,
,,2024-07-22T12:10:55+00:00,"cr1849{""Weight"":""1180.0""}",,,,,,
,,2024-07-22T12:18:08+00:00,"cr1863{""Weight"":""980.0""}",,,,,,
,,2024-07-22T12:20:47+00:00,"cr1901{""AmountofHandlingUnits"":6,""Status"":""empty"",""Weight"":""null""}",,,,,,
,,2024-07-22T12:25:05+00:00,"cr1875{""Weight"":""1180.0""}",,,,,,
